id,Znamka,Model,Letnik,Tip motorja,Prevoženi kilometri,ccm,kW,Menjalnik,Cena
13624515,Peugeot,607 2.2 HDi VSA OPREMA AVTOMATIK...,2005,diesel motor,320000,2179,98,avtomatski menjalnik,1490
13624554,Zastava,750 850,1985,bencinski motor,62500,850,24,ročni menjalnik (4 pr.),2900
13624557,Volkswagen,Passat 1.9 TDI Comfortline KR...,2004,diesel motor,332000,1896,96,ročni menjalnik (5 pr.),2599
13624589,Aixam,- microcar mc1 mc2,2009,diesel motor,3000,,4,avtomatski menjalnik,500
13624595,Aixam,- microcar virgo,2002,diesel motor,36000,,4,avtomatski menjalnik,750
13624672,Volkswagen,Passat 1.9 TDI Comfortline,2004,diesel motor,283000,1896,74,ročni menjalnik (5 pr.),2950
13624688,Audi,A4 2.0 TDI DPF,2008,diesel motor,188000,1968,105,ročni menjalnik (6 pr.),8800
13624731,BMW,serija 3: 318i,2000,bencinski motor,159000,1895,87,ročni menjalnik (5 pr.),2200
13624742,Audi,A6 quattro 3.0 V6 TDI DPF Tiptron.x...,2010,diesel motor,244000,2967,176,avtomatski menjalnik / tiptronic,11850
13624747,Audi,A8 2.5 TDI V6 Tiptronic,2000,diesel motor,370230,2496,110,avtomatski menjalnik / tiptronic,3000
13624749,Audi,A4 1.9 TDI,2003,diesel motor,310000,1896,96,ročni menjalnik (5 pr.),3200
13624818,Hyundai,Elantra 2.0 CRDi GL,2003,diesel motor,275399,1991,82,ročni menjalnik (5 pr.),900
13624821,Mercedes-Benz,S-Razred S 600 L Avt.,2007,bencinski motor,390000,5513,380,avtomatski menjalnik / tiptronic,21000
13624828,Mercedes-Benz,E-Razred E 270 CDI Eleganc...,2000,diesel motor,410000,2685,125,avtomatski menjalnik,2550
13624844,Audi,A4 1.9 TDI,2003,diesel motor,280000,1896,74,ročni menjalnik (5 pr.),2500
13624859,Hyundai,Accent 1.5 CRDi VGT GL Top-Life,2008,diesel motor,207800,1493,81,ročni menjalnik (5 pr.),2500
13624864,BMW,serija 5: 520d-BI XENON-VELIK NAVI-K...,2013,diesel motor,190400,1995,135,avtomatski menjalnik,17990
13624866,BMW,serija 5: 520d-M OPTIK-BI XENON-HARM...,2009,diesel motor,256200,1995,130,avtomatski menjalnik,11999
13624867,Peugeot,508 2.0 BlueHDi Allure-POLOG 150...,2016,diesel motor,133116,1997,110,ročni menjalnik (6 pr.),14990
13624870,Mercedes-Benz,C-Razred C 200 BlueTEC -LE...,2014,diesel motor,148600,1598,100,ročni menjalnik (6 pr.),19999
13624872,Mercedes-Benz,E-Razred E 220 d AMG Avant...,2017,diesel motor,45102,1950,143,avtomatski menjalnik,37990
13624902,Audi,A4 2.0 TDI DPF-NAVI-ALU-PDC-TEM...,2011,diesel motor,165000,1968,88,ročni menjalnik (6 pr.),10999
13624910,Renault,Megane Sedan 1.6 16V Dynamique,2009,bencinski motor,94000,1598,82,ročni menjalnik (5 pr.),5090
13624946,BMW,serija 3: 320d Gran Turismo...SAMO 2...,2017,diesel motor,25563,1995,140,avtomatski menjalnik / tiptronic,26980
13624951,Opel,Insignia 2.0 CDTI Cosmo,2009,diesel motor,217456,1956,96,ročni menjalnik (6 pr.),5500
13624959,Fiat,1100 ,1964,bencinski motor,70000,,37,ročni menjalnik (4 pr.),4800
13624990,Renault,Megane Classic Expression 1.6 16...,2002,bencinski motor,310000,1598,79,ročni menjalnik (5 pr.),100
13624996,BMW,serija 3: 320d EfficientDynamics Edi...,2013,diesel motor,83360,1995,120,ročni menjalnik (6 pr.),15500
13625007,Moskvič,- ,1970,bencinski motor,20000,,19,ročni menjalnik (4 pr.),6500
13625015,Volkswagen,Passat 1.9 TDI Basis,2001,diesel motor,350000,1896,74,ročni menjalnik (5 pr.),1250
13625032,Opel,Omega Elegance 2.5 TD,2000,diesel motor,366000,2498,96,ročni menjalnik (5 pr.),650
13625048,Peugeot,508 2.0 BlueHDi PERLA BELA-NAVI-...,2016,diesel motor,110467,1997,110,ročni menjalnik (6 pr.),12580
13625082,Mercedes-Benz,C-Razred 77.000km-PARKING ...,2013,diesel motor,77047,2143,88,ročni menjalnik (6 pr.),15990
13625086,Audi,A4 2.0 TDI,2010,diesel motor,150000,1968,88,ročni menjalnik (6 pr.),10490
13625102,Mercedes-Benz,C-Razred C 220 d,2017,diesel motor,42000,2143,125,ročni menjalnik (6 pr.),29500
13625114,Daewoo,Racer 1.5 GSi,1995,bencinski motor,180000,1498,51,ročni menjalnik (5 pr.),400
13625127,Volkswagen,Passat 2.0 TDI BMT Comfortlin...,2017,diesel motor,29200,1968,110,ročni menjalnik (6 pr.),21999
13625138,Mercedes-Benz,C-Razred C 220 CDI Eleganc...,2006,diesel motor,211500,2148,110,avtomatski menjalnik,4899
13625149,Saab,9-5 2.3 t,2001,bencinski motor,153325,,164,ročni menjalnik (5 pr.),3100
13625212,Audi,A4 2.5 V6 TDI ALU-TEMP-NAVI-GR SED-...,2005,diesel motor,244245,2496,120,ročni menjalnik (6 pr.),4200
13625225,Peugeot,407 Confort Pack 1.6 HDi 16V,2008,diesel motor,195000,1560,80,ročni menjalnik (5 pr.),2999
13625265,Seat,Cordoba ,2000,diesel motor,244000,1896,50,ročni menjalnik (5 pr.),270
13625294,BMW,serija 3: 316d,2013,diesel motor,175000,1995,85,ročni menjalnik (6 pr.),11990
13625304,Mercedes-Benz,C-Razred C 220 CDI Eleganc...,2006,diesel motor,370000,2148,110,ročni menjalnik (6 pr.),4800
13625327,Volvo,S80 D5  Executive  1 lastnik  KOT ...,2007,diesel motor,445500,2400,136,avtomatski menjalnik / tiptronic,6400
13625397,Audi,A4 quattro 2.0 TDI clean diesel BiX...,2015,diesel motor,158000,1968,110,ročni menjalnik (6 pr.),15970
13625426,Audi,A6 quattro 3.0 V6 TDI DPF Tiptronic,2006,diesel motor,265000,2967,171,avtomatski menjalnik / tiptronic,6450
13625442,Suzuki,Baleno Sedan 1.6 GLX,1996,bencinski motor,200000,1590,73,ročni menjalnik (5 pr.),50
13625469,Audi,A4 2.0 TDI Business,2013,diesel motor,131080,1968,88,ročni menjalnik (6 pr.),14950
13625487,Saab,9-3 Vector 1.9 TiDPF,2006,diesel motor,314000,1910,88,ročni menjalnik (6 pr.),2900
13625526,Audi,A4 2.0 TDI,2007,diesel motor,238000,1968,103,ročni menjalnik (6 pr.),5900
13625532,Audi,A4 2.0 Multitronic ODLICEN ,2001,bencinski motor,250000,1984,96,avtomatski menjalnik,1600
13625555,Honda,Civic 1.4i 16V S-ZIMSKE GUME-SERV....,2001,bencinski motor,178000,1396,66,ročni menjalnik (5 pr.),1990
13625586,Seat,Cordoba 1.4,2001,bencinski motor,153000,1390,44,ročni menjalnik (5 pr.),500
13625598,Alfa Romeo,156 1.6 TS 16V,2001,bencinski motor,135000,1598,88,ročni menjalnik (5 pr.),2200
13625599,Audi,A4 1.9 TDI,2001,diesel motor,292000,1896,96,ročni menjalnik (6 pr.),3300
13625610,Ford,Mondeo 2.0 TDCi Ambiente,2005,diesel motor,244658,1998,85,ročni menjalnik (5 pr.),1990
13625625,BMW,serija 5: 530d,1999,diesel motor,319870,2926,135,avtomatski menjalnik,1700
13625682,Infiniti,Q50 PREMIUM 2.0T 211KM KAMERA N...,2015,bencinski motor,133000,1991,155,avtomatski menjalnik,16990
13625719,Mercedes-Benz,C-Razred C BlueEFFICIENCY ...,2009,diesel motor,96500,2143,125,ročni menjalnik (6 pr.),11700
13625764,Nissan,Almera 1.4 LX,1996,bencinski motor,230000,1392,64,ročni menjalnik (5 pr.),250
13625785,Chevrolet,Cruze 2.0 VCDi LT,2010,diesel motor,150000,1991,110,ročni menjalnik (5 pr.),2600
13625822,Audi,A6 2.0 TDIe DPF,2008,diesel motor,271000,1968,100,ročni menjalnik (6 pr.),8900
13625834,Opel,Vectra 1.8 i,1996,bencinski motor,167000,1796,65,ročni menjalnik (5 pr.),500
13625846,Audi,A4 1.9 TDI,2003,diesel motor,300000,1896,96,ročni menjalnik (6 pr.),3200
13625856,Mercedes-Benz,C-Razred PARKING SENZORJI-...,2012,diesel motor,144149,2143,89,ročni menjalnik (6 pr.),13990
13625891,BMW,serija 3: 330d Avt.M Preformance XEN...,2014,diesel motor,138000,2993,213,avtomatski menjalnik / tiptronic,35890
13625915,Peugeot,407 ST Confort 2.0 HDi 16V,2004,diesel motor,284277,1997,100,ročni menjalnik (6 pr.),2099
13625936,BMW,serija 5: 530d M OPTICK SERVISNJA KN...,2005,diesel motor,270000,2993,170,avtomatski menjalnik,4850
13625951,BMW,serija 5: 530d,2005,diesel motor,270000,2993,170,avtomatski menjalnik,6990
13625962,BMW,serija 3: 2.0d. avtomatik,2017,diesel motor,7900,1995,85,avtomatski menjalnik,25690
13625984,Ford,Focus .1.6 16V Ghia - ODLIčEN -,2002,bencinski motor,200000,1596,74,ročni menjalnik (5 pr.),1250
13625989,Ford,Focus 1.6i,2006,bencinski motor,149550,1596,74,ročni menjalnik (5 pr.),2800
13626014,koda,Octavia TDI1.9,2007,diesel motor,212000,1896,77,ročni menjalnik (5 pr.),4500
13626019,Audi,A6 3.0 TDI clean diesel S tronic,2015,diesel motor,,2967,160,avtomatski menjalnik,28699
13626043,Lexus,IS 220d Sport,2010,diesel motor,192500,2231,130,ročni menjalnik (6 pr.),7500
13626045,Audi,A6 1.8 T,2000,bencinski motor,330000,1781,110,ročni menjalnik (5 pr.),800
13626048,Mercedes-Benz,C-Razred 250 Bluetec,2014,diesel motor,116000,2143,153,avtomatski menjalnik / tiptronic,23000
13626065,Honda,Civic 1.4i ,1997,bencinski motor,190000,1396,66,ročni menjalnik (5 pr.),150
13626075,BMW,serija 3: 318i  SERVISNA KNJIGA- MO...,1998,bencinski motor,245000,1895,87,ročni menjalnik (5 pr.),999
13626093,BMW,serija 3: 320d,1999,diesel motor,255000,1951,100,ročni menjalnik (5 pr.),1800
13626096,Audi,A4 2.0 TDI DPF - KOT NOV - SLOVENSK...,2008,diesel motor,179000,1968,105,ročni menjalnik (6 pr.),10700
13626097,BMW,serija 3: 318 i,2001,bencinski motor,240000,1895,87,ročni menjalnik (6 pr.),890
13626146,Mercedes-Benz,C-Razred BLACK WHITE EDITI...,2011,diesel motor,154084,2143,100,ročni menjalnik (6 pr.),15490
13626149,BMW,serija 5: 520D REALNIH 126.000KM+BIX...,2011,diesel motor,126056,1995,135,ročni menjalnik (6 pr.),16390
13626163,Audi,A6 2.0 TDI Business Multitronic,2012,diesel motor,223000,1968,130,avtomatski menjalnik,14990
13626173,Citroen,C3 1.2 e-VTi PureTech S S Feel E...,2016,bencinski motor,45000,1199,60,ročni menjalnik (5 pr.),7540
13626199,Citroen,C4 1.6 HDI,2016,diesel motor,73700,1560,88,ročni menjalnik (6 pr.),11300
