id,Znamka,Model,Letnik,Tip motorja,Prevoženi kilometri,ccm,kW,Menjalnik,Cena
13613043,Toyota,Corolla 2.0 D-4D Sol,2009,diesel motor,144000,1998,93,ročni menjalnik (6 pr.),5890
13613113,BMW,serija 3: 320d,2000,diesel motor,,1951,100,ročni menjalnik (5 pr.),1350
13613229,Renault,Thalia 1.5 dCi Authentique,2004,diesel motor,152433,1461,48,ročni menjalnik (5 pr.),1200
13613258,Audi,A4 1.6,1995,bencinski motor,235000,1595,74,ročni menjalnik (5 pr.),600
13613367,Seat,Cordoba Stella 1.9 SDI,2003,diesel motor,245000,1896,47,ročni menjalnik (5 pr.),1150
13613413,Audi,A3 Limuzina 1.6 TDI clean diesel Am...,2015,diesel motor,127982,1598,81,ročni menjalnik (6 pr.),14990
13613438,BMW,serija 3: 316i,1993,bencinski motor,130000,1596,75,ročni menjalnik (5 pr.),1200
13613494,Audi,A6 2.5 V6 TDI,2001,diesel motor,444800,2496,110,ročni menjalnik (6 pr.),1900
13613498,Chevrolet,Cruze 1.6 16V LT,2011,bencinski motor,55531,1598,91,ročni menjalnik (5 pr.),4990
13613509,Honda,Accord 2.0i VTEC Elegance SLO vozi...,2009,bencinski motor,133138,1997,115,ročni menjalnik (6 pr.),8490
13613510,Volvo,S60 D3 113.000KM-NAVI-PDC-USB-ALU1...,2015,diesel motor,113002,1969,110,ročni menjalnik (6 pr.),15860
13613592,Renault,Thalia 1.5 dCi Authentique,2004,diesel motor,152433,1461,48,ročni menjalnik (5 pr.),1200
13613635,koda,Superb 2.0 TDI CR DPF Elegance A.K...,2011,diesel motor,222117,1968,103,ročni menjalnik (6 pr.),6680
13613636,Volvo,S60 DRIVe Momentum,2011,diesel motor,175000,1560,84,ročni menjalnik (6 pr.),11750
13613672,Volkswagen,Passat 2.0 TDI BMT Highline,2016,diesel motor,35000,1968,110,ročni menjalnik (6 pr.),21900
13613702,BMW,serija 5: 520d facelift bi-xenon,2007,diesel motor,141000,1995,120,ročni menjalnik (6 pr.),8290
13613753,Seat,Toledo 1.9 TDI Signo,2001,diesel motor,,1896,81,ročni menjalnik (5 pr.),1450
13613770,Audi,A4 2.0 TDI ,2008,diesel motor,252000,1968,125,ročni menjalnik (6 pr.),9800
13613798,Mercedes-Benz,E-Razred E 220 CDI Eleganc...,2004,diesel motor,255000,2148,110,avtomatski menjalnik,4800
13613892,Opel,Astra Classic II 1.6 16V,2006,bencinski motor,190000,1598,76,ročni menjalnik (5 pr.),1700
13613895,Mercedes-Benz,C-Razred C 220 BlueTEC Ava...,2015,diesel motor,95000,2143,125,avtomatski menjalnik,28500
13613901,Audi,A6 2.7 V6 TDI,2006,diesel motor,340000,2698,132,ročni menjalnik (6 pr.),7200
13613908,Mitsubishi,Lancer 1.6 Invite,2007,bencinski motor,115000,1584,72,ročni menjalnik (5 pr.),2650
13613926,Jaguar,XF 3.0 D Luxury SLO ,2010,diesel motor,196000,2993,155,avtomatski menjalnik / tiptronic,13900
13613927,Mercedes-Benz,C-Razred C 200 CDI Classic,2004,diesel motor,193000,2148,90,ročni menjalnik (6 pr.),5700
13613930,Audi,A6 2.0 TDI Avt. XENON LED NAVI USNJ...,2012,diesel motor,150000,1968,130,avtomatski menjalnik,16990
13613982,BMW,serija 3: 320d xDrive,2013,diesel motor,180000,1995,135,ročni menjalnik (6 pr.),15500
13613988,Alfa Romeo,159 1.9 JTDM Distinctive,2006,diesel motor,203000,1910,110,ročni menjalnik (6 pr.),4400
13613996,Audi,A6 quattro 3.0 V6 TDI Tiptronic,2005,diesel motor,290000,2967,165,avtomatski menjalnik / tiptronic,5000
13614006,Renault,Megane Sedan 1.6 16V Dynamique L...,2003,bencinski motor,79000,1598,83,ročni menjalnik (5 pr.),1750
13614051,Audi,A4 1.8 T,2001,bencinski motor,265000,1781,110,ročni menjalnik (5 pr.),2350
13614197,Volkswagen,Passat 2.0 TDI 150KS.6 PRESTA...,2016,diesel motor,139000,1968,110,ročni menjalnik (6 pr.),16950
13614206,Citroen,C5 2.2 HDI Exclusive ,2005,diesel motor,288211,,98,ročni menjalnik (6 pr.),700
13614215,Audi,A4 1.9 TDI S LINE ALU 16 LEPO OHRAN...,2002,diesel motor,254200,1896,74,ročni menjalnik (5 pr.),3300
13614242,BMW,serija 5: 524td,1985,diesel motor,220000,2400,85,ročni menjalnik (5 pr.),1600
13614296,Mercedes-Benz,C-Razred C 200 CDI Classic...,2000,diesel motor,385000,2148,85,ročni menjalnik (6 pr.),3400
13614329,Mercedes-Benz,E-Razred E 220 d Avantgard...,2016,diesel motor,40287,1950,143,avtomatski menjalnik,34000
13614346,Volkswagen,Passat 2.0 FSI Comfortline,2005,bencinski motor,243580,1984,110,ročni menjalnik (6 pr.),4390
13614363,Audi,A6 2.6 E AVTO KLIMA 110KW ZELO UGOD...,1995,bencinski motor,200000,2598,110,ročni menjalnik (5 pr.),350
13614386,BMW,serija 3: 318d-navigacija-alu-pdc-hi...,2011,diesel motor,240500,1995,105,ročni menjalnik (6 pr.),7740
13614387,Volvo,S80 D5 Summum,2007,diesel motor,240000,2400,136,ročni menjalnik (6 pr.),6000
13614393,Kia,Cerato 1.6 LX,2004,bencinski motor,122000,1599,77,ročni menjalnik (5 pr.),1000
13614449,Renault,Thalia 1.4 Avantura 16V,2001,bencinski motor,210000,1390,72,ročni menjalnik (5 pr.),500
13614455,Opel,Kadett C,1977,bencinski motor,96400,1196,40,ročni menjalnik (4 pr.),5000
13614482,Mercedes-Benz,C-Razred C 200 CDI Classic,2001,diesel motor,250000,2148,85,ročni menjalnik (6 pr.),2990
13614484,Lexus,IS ,2014,hibridni pogon,115474,2494,164,avtomatski menjalnik / tiptronic,19400
13614494,Honda,Accord 1 lastnik,2004,diesel motor,280000,2204,103,ročni menjalnik (5 pr.),3500
13614509,Volkswagen,Passat 2.0 TDI..4MOTION..BI X...,2006,diesel motor,256353,1968,103,ročni menjalnik (6 pr.),6490
13614544,Chevrolet,Cruze 1.6 16V ,2011,bencinski motor + plin,96800,1598,91,ročni menjalnik (5 pr.),3790
13614574,BMW,serija 5: 520d-AUT-LIMUZINA-KAMERA-X...,2013,diesel motor,207000,1995,135,avtomatski menjalnik,15950
13614614,Volvo,S60 D5 Momentum,2006,diesel motor,284000,2401,136,ročni menjalnik (6 pr.),3350
13614659,Mitsubishi,Carisma 1.6-MEGLENKE-KLIMA-AL...,2001,bencinski motor,300000,1597,76,ročni menjalnik (5 pr.),390
13614661,Volvo,S80 KLIMA-POT. RACUNALNIK-SIBEDAH-...,2006,diesel motor,200000,2400,120,avtomatski menjalnik,4800
13614739,Audi,A4 1.6,1995,bencinski motor,504065,1595,74,ročni menjalnik (5 pr.),500
13614748,Opel,Astra 1.6 16V GL,1999,bencinski motor,175000,1598,74,ročni menjalnik (5 pr.),850
13614783,Audi,A6 3.0 TDI quattro Business S troni...,2017,diesel motor,7804,2967,200,avtomatski menjalnik,46699
13614786,BMW,serija 3: 318d ODLIčNO OHRANJEN,2010,diesel motor,174000,1995,100,ročni menjalnik (6 pr.),8790
13614808,Volkswagen,Passat 1.9 TDI Trendline,2005,diesel motor,295000,1896,77,ročni menjalnik (5 pr.),2900
13614847,Audi,A6 2.0 TDI DPF SLO AVTO. BI-XENON.....,2006,diesel motor,264090,1968,103,ročni menjalnik (6 pr.),5198
13614886,Opel,Vectra 1.8i 16V Comfort,1998,bencinski motor,270000,1799,85,ročni menjalnik (5 pr.),250
13614896,Saab,9-3 Arc 2.2 TiD,2004,diesel motor,400000,2171,92,ročni menjalnik (5 pr.),850
13614920,Audi,A4 2.0 TDI,2007,diesel motor,249000,1968,103,ročni menjalnik (6 pr.),4400
13614933,Audi,A6 2.0 TDI ultra S tronic MATRIX-AC...,2015,diesel motor,159000,1968,140,avtomatski menjalnik,24990
13614935,BMW,serija 5: 530d,2003,diesel motor,372000,2993,160,avtomatski menjalnik,4700
13614936,Audi,A6 quattro 3.0 V6 TDI DPF Tiptronic,2007,diesel motor,258000,2967,171,avtomatski menjalnik / tiptronic,6000
13614958,Audi,A6 quattro 2.8 V6,2000,bencinski motor + plin,300000,2771,142,avtomatski menjalnik,2250
13615165,Volkswagen,Passat 1.6 TDI BMT Comfortlin...,2014,diesel motor,128300,1598,77,ročni menjalnik (6 pr.),12280
13615283,Subaru,Impreza ,2000,bencinski motor,190000,1600,68,ročni menjalnik (5 pr.),1300
13615322,Chevrolet,Cruze 1.6 LT,2013,bencinski motor,55000,1598,91,ročni menjalnik (5 pr.),6890
13615446,Opel,Astra Club 1.7 DTI,2002,diesel motor,260000,1686,55,ročni menjalnik (5 pr.),990
13615477,Renault,Thalia 1.4 Air,2004,bencinski motor,,1390,55,ročni menjalnik (5 pr.),800
13615496,Citroen,C5 2.0 HDi FAP Dynamique,2009,diesel motor,167000,1997,103,ročni menjalnik (6 pr.),6200
13615499,Audi,A6 3.0 TDI quattro 4x4 Bogata dodat...,2013,diesel motor,218223,2967,180,avtomatski menjalnik,18990
13615516,Renault,Thalia 1.4 -88.000KM-KLIMA-SERVO...,2004,bencinski motor,88000,1390,55,ročni menjalnik (5 pr.),1590
13615521,Volkswagen,Passat 1.9 TDI SPORTLINE,2005,diesel motor,232000,1896,96,ročni menjalnik (6 pr.),3890
13615540,Audi,A4 quattro 3.0 V6 TDI DPF,2006,diesel motor,205000,2967,171,ročni menjalnik (6 pr.),6800
13615548,Volkswagen,Bora 1.9 TDI,2002,diesel motor,212000,1896,74,ročni menjalnik (5 pr.),1780
13615569,Volvo,S60 2.4 PLIN.UGODNO,2002,bencinski motor,308000,2435,125,avtomatski menjalnik,1599
13615627,Opel,Insignia 2.0 CDTI Cosmo,2011,diesel motor,102598,1956,118,ročni menjalnik (6 pr.),8500
13615691,Volkswagen,Polo Limuzina 1.6,1998,bencinski motor,174000,1595,55,ročni menjalnik (5 pr.),350
13615708,Volvo,S80 T6,2000,bencinski motor,320000,2783,200,avtomatski menjalnik,350
13615711,BMW,serija 7: 740d xDrive Avt.,2011,diesel motor,177089,2993,225,avtomatski menjalnik,28500
13615728,BMW,serija 5: 520d-X-DRIVE-AUT-M-PAKET-L...,2014,diesel motor,147521,1995,135,avtomatski menjalnik / tiptronic,24995
13615730,Volkswagen,Passat ,2006,diesel motor,312550,1968,103,ročni menjalnik (6 pr.),5900
13615744,Volvo,S60 D5 Momentum,2004,diesel motor,298000,2401,120,ročni menjalnik (5 pr.),2800
13615746,Volkswagen,Passat 2.0 TDI  MONA MENJAVA...,2009,diesel motor,270683,1968,103,ročni menjalnik (6 pr.),6490
13615778,Volkswagen,Passat 1.6 TDI BMT Comfortlin...,2013,diesel motor,140453,1598,77,ročni menjalnik (6 pr.),9980
13615785,Volvo,S90 D5 AWD Inscription Avt.+FULL-L...,2017,diesel motor,15900,1969,173,avtomatski menjalnik / tiptronic,43990
13615804,Volvo,S60 RS8142,2009,diesel motor,240000,2400,93,ročni menjalnik (5 pr.),5500
13615807,Mercedes-Benz,E-Razred E 220d-AUT-AVANTG...,2016,diesel motor,44652,1950,143,avtomatski menjalnik,32775
13615835,Renault,Thalia ,2001,bencinski motor,190000,,55,ročni menjalnik (5 pr.),400
13615908,Hyundai,Elantra 1.6 GLS Top-K,2003,bencinski motor,127000,1599,79,ročni menjalnik (5 pr.),899
13615922,koda,Rapid 1.6 TDI Active,2014,diesel motor,89000,1598,66,ročni menjalnik (5 pr.),8990
13615936,BMW,serija 7: 730d Avt.,2017,diesel motor,9576,2993,195,avtomatski menjalnik / tiptronic,63990
13615944,Mercedes-Benz,E-Razred E 250 CDI 4MATIC ...,2014,diesel motor,107000,2143,150,avtomatski menjalnik / tiptronic,24900
13615973,Peugeot,407 Premium Pack 2.2 HDi-KUPLJEN...,2007,diesel motor,140544,2179,125,ročni menjalnik (6 pr.),3850
13616016,Volkswagen,Passat 4motion 2.0 TDI Highli...,2007,diesel motor,200000,1968,103,ročni menjalnik (6 pr.),6200
13616051,BMW,serija 5: 520d xDrive Avt.,2013,diesel motor,185200,1995,135,avtomatski menjalnik / tiptronic,21990
13616056,Audi,A6 2.0 TDI-191KM-S-TRONIC-VEL-NAVI-...,2015,diesel motor,148563,1968,140,avtomatski menjalnik,24995
13616078,Audi,A6 2.8 quattro ,1998,bencinski motor,300000,,121,ročni menjalnik (5 pr.),1250
13616092,Ford,Mondeo 2.2 TDCi Ghia Business,2005,diesel motor,260000,2198,114,ročni menjalnik (6 pr.),750
13616102,Ford,Mondeo 2.0 Titanium,2008,bencinski motor,150000,1999,107,ročni menjalnik (5 pr.),6200
13616120,Opel,Insignia 2.0 CDTI-AUT-XENON-USNJE-N...,2010,diesel motor,207000,1956,118,avtomatski menjalnik / tiptronic,6650
13616123,Audi,A6 3.0 TDI clean diesel quattro S t...,2015,diesel motor,183612,2967,160,avtomatski menjalnik,22880
13616125,BMW,serija 3: 320d XENON LED NAVI ODLIčE...,2013,diesel motor,119872,1995,120,ročni menjalnik (6 pr.),15490
13616179,koda,Octavia 2.0 TDI. TEMPOMAT. AVT.KLI...,2014,diesel motor,119000,1968,110,ročni menjalnik (6 pr.),11900
13616240,Audi,A4 quattro 2.5 V6 TDI moznost nakup...,2001,diesel motor,248000,2496,132,ročni menjalnik (6 pr.),2990
13616259,Audi,A8 quattro LWB 4.2 TDI Tiptronic,2011,diesel motor,,4134,258,avtomatski menjalnik / tiptronic,28500
13616272,Ford,Mondeo 1.8 TDCi ECOnetic,2009,diesel motor,179000,1753,92,ročni menjalnik (5 pr.),6390
13616273,Peugeot,407 Premium 2.0 HDi 16V,2008,diesel motor,194000,1997,100,ročni menjalnik (6 pr.),3150
13616308,Jaguar,XE 2.0 D  E-Performance  Pure Avt...,2015,diesel motor,57000,1999,120,avtomatski menjalnik / tiptronic,21900
13616319,Chevrolet,Cruze 2.0 VCDi LT SLOVENSKI+1 ...,2010,diesel motor,128000,1991,110,ročni menjalnik (6 pr.),5890
13616341,Opel,Vectra Comfort 2.0 DTI,2003,diesel motor,131000,1995,74,ročni menjalnik (5 pr.),2600
13616347,Audi,A4 1.6,2000,bencinski motor,300000,1595,74,ročni menjalnik (5 pr.),380
13616380,BMW,serija 3: 318d,2008,diesel motor,250700,1995,100,ročni menjalnik (6 pr.),6800
13616414,Audi,A4 2.0 TDI-Sport-Xenon-Navi-Tempoma...,2015,diesel motor,140533,1968,110,avtomatski menjalnik,17480
13616453,Volvo,S60 D5 Black edition,2003,diesel motor,231000,2401,120,avtomatski menjalnik / tiptronic,2700
13616531,Mercedes-Benz,E-Razred 200D,1990,diesel motor,733000,2000,55,ročni menjalnik (5 pr.),1200
13616544,Audi,A4 2.0 TDI DPF ,2007,diesel motor,263000,1968,103,ročni menjalnik (6 pr.),6290
13616553,Jaguar,XF 2.2 D Premium Luxury,2013,diesel motor,109000,2179,147,avtomatski menjalnik / tiptronic,18600
13616589,Volvo,S60 2.5 T Momentum,2005,bencinski motor,245000,2521,154,ročni menjalnik (5 pr.),4700
13616605,Ford,Mondeo 1.6 Trend,2010,bencinski motor,150000,1596,92,ročni menjalnik (5 pr.),6100
13616611,Zastava,750 SE,1982,bencinski motor,108368,767,22,ročni menjalnik (4 pr.),2200
13616640,BMW,serija 3: 320i,1998,bencinski motor,,1991,110,ročni menjalnik (5 pr.),2200
13616645,Citroen,C5 ,2001,bencinski motor,163000,1749,93,ročni menjalnik (5 pr.),650
13616652,BMW,serija 3: 330e Edition Sport Line Sh...,2017,hibridni pogon,27300,1998,135,avtomatski menjalnik / tiptronic,39990
13616659,BMW,serija 3: 318d-STENO OKNO-POLOG 120...,2007,diesel motor,255000,1995,90,ročni menjalnik (6 pr.),5950
13616696,BMW,serija 3: 318d AUT.-140.000KM-NAVI-A...,2011,diesel motor,140000,1995,105,avtomatski menjalnik,12900
13616698,BMW,serija 3: 320d-139.000km-MODERN-NAVI...,2012,diesel motor,139000,1995,120,ročni menjalnik (6 pr.),12950
13616730,Hyundai,Accent ,2008,bencinski motor,154000,1399,71,ročni menjalnik (5 pr.),1500
13616735,Audi,A4 2.0 T ultra ¤ S LINE ¤ KAMERA ¤ ...,2017,bencinski motor,6000,1984,140,avtomatski menjalnik,32444
13616814,Volkswagen,Passat 1.9 TDI Highline,2001,diesel motor,300000,1896,96,ročni menjalnik (6 pr.),2500
13616827,BMW,serija 3: 318d-XENON-M-ODBIJAčI-DIG....,2003,diesel motor,270000,1951,85,ročni menjalnik (5 pr.),2590
13616828,BMW,serija 1: 118d,2008,diesel motor,232000,2000,105,ročni menjalnik (6 pr.),6000
13616832,Seat,Cordoba 1.4 TDI,2005,diesel motor,166000,1422,55,ročni menjalnik (5 pr.),2000
13616886,Opel,Commodore ,1968,bencinski motor,53000,2490,85,ročni menjalnik (4 pr.),15000
13616897,Audi,A4 2.0 TDI-BI-XENON-LED-TEMPOMAT-PD...,2009,diesel motor,243000,1968,105,ročni menjalnik (6 pr.),8950
13616901,Audi,80 2.0 E B4 ODLIčEN MOTOR,1992,bencinski motor,255000,1984,85,ročni menjalnik (5 pr.),190
13616985,BMW,serija 5: 530d,2004,diesel motor,302094,2993,170,ročni menjalnik (6 pr.),6500
13616991,Audi,A4 2.0 Multitronic,2001,bencinski motor,175000,1984,96,avtomatski menjalnik,2750
13617057,Zastava,750  750 FIčKO ODLIčEN,1977,bencinski motor,34850,,18,ročni menjalnik (4 pr.),3100
13617060,BMW,serija 5: 520d Avt.Dod.oprema 1 leto...,2015,diesel motor,141685,1995,140,avtomatski menjalnik,23990
13617080,Mercedes-Benz,E-Razred w124,1991,diesel motor,500000,2996,83,ročni menjalnik (5 pr.),2200
13617101,Mercedes-Benz,- 170 S,1950,bencinski motor,45000,1767,38,ročni menjalnik (4 pr.),29999
13617177,Nissan,Primera 2.2 dCi Acenta ESP,2004,diesel motor,270000,2184,102,ročni menjalnik (6 pr.),1500
13617192,Audi,A4 2.0 TDI,2012,diesel motor,112105,1968,105,ročni menjalnik (6 pr.),13500
13617202,Honda,Accord 2.0i Sport Plus Slo. porekl...,2008,bencinski motor,185694,1998,114,ročni menjalnik (6 pr.),6499
13617214,Kia,Sephia II 1.5i 16V LS,1998,bencinski motor,117000,1498,65,ročni menjalnik (5 pr.),180
13617219,Audi,A6 2.0 TDI DPF Business,2011,diesel motor,155000,1968,125,ročni menjalnik (6 pr.),12700
13617254,Seat,Cordoba Signo 1.9 TDI,2004,diesel motor,196000,1896,74,ročni menjalnik (5 pr.),1590
13617259,Audi,100 2.0e VSA MONA OPREMA ,1992,bencinski motor,279000,1984,85,ročni menjalnik (5 pr.),350
13617282,Honda,Accord 2.2i DTEC-134.000-AKTIVNI T...,2010,diesel motor,134000,2199,110,ročni menjalnik (6 pr.),11999
13617305,BMW,serija 3: 320d M Sport,2015,diesel motor,41500,1995,140,ročni menjalnik (6 pr.),27500
13617310,Seat,Cordoba 1.4,2002,bencinski motor,147000,,44,ročni menjalnik (5 pr.),799
13617312,koda,Octavia ,1997,diesel motor,270566,,67,ročni menjalnik (5 pr.),625
13617331,Lancia,Thesis 2.4 JTD MULTIJET-VSA OPREM...,2009,diesel motor,71000,2397,135,avtomatski menjalnik,10000
13617418,Renault,R 18 ,1983,bencinski motor,,1397,46,ročni menjalnik (5 pr.),1950
13617437,BMW,serija 5: 525d,2004,diesel motor,,2497,120,avtomatski menjalnik,5990
13617472,Volvo,S80 D5 Momentum Geartronic,2010,diesel motor,230000,2400,151,avtomatski menjalnik / tiptronic,12500
13617485,BMW,serija 5: 520d,2011,diesel motor,240000,1995,135,avtomatski menjalnik,12345
13617490,Seat,Cordoba Stella 1.4,1999,bencinski motor,102000,1391,44,ročni menjalnik (5 pr.),650
13617495,BMW,serija 5: 520d,2014,diesel motor,123000,1995,140,avtomatski menjalnik,20900
13617524,Chevrolet,Cruze 2.0 VCDi LTZ+,2011,diesel motor,190000,1998,120,ročni menjalnik (6 pr.),4650
13617534,Citroen,Ami Ami 8 SUPER,1974,bencinski motor,60000,1015,40,ročni menjalnik (4 pr.),6500
13617537,Audi,A4 2.0 TDI,2009,diesel motor,265000,1995,88,ročni menjalnik (6 pr.),7490
13617563,Seat,Toledo 1.9 TDI Signo Business,2004,diesel motor,255000,1896,81,ročni menjalnik (5 pr.),850
13617568,Mazda,626 ,1997,bencinski motor,230000,,110,ročni menjalnik (5 pr.),550
13617574,Audi,A4 2.0 TDI Multitronic,2013,diesel motor,150000,1968,105,avtomatski menjalnik,12550
13617578,Volkswagen,Bora 1.9 TDI FINANCIRANJE,1999,diesel motor,300800,1896,81,ročni menjalnik (5 pr.),1590
13617648,koda,Octavia 1.9 TDI Elegance 110KM Odl...,2002,diesel motor,288576,1896,81,ročni menjalnik (5 pr.),1900
13617740,Volvo,S80 2.4,2001,bencinski motor,370000,2435,103,ročni menjalnik (5 pr.),999
13617747,Audi,A8 quattro 3.0 TDI clean diesel Tip...,2015,diesel motor,139000,2967,190,avtomatski menjalnik / tiptronic,44900
13617754,BMW,serija 3: 318i ,1993,bencinski motor,209000,1789,83,ročni menjalnik (5 pr.),1355
13617806,Mercedes-Benz,E-Razred E BlueEFFICIENCY ...,2009,diesel motor,105000,2143,125,ročni menjalnik (6 pr.),13000
13617820,Audi,A4 2.0 TDI DPF-AVT.KLIMA-NAVI-USNJE...,2007,diesel motor,123800,1968,105,ročni menjalnik (6 pr.),10990
13617868,Volkswagen,Bora 1.9 TDI Highline,2003,diesel motor,328000,1896,96,ročni menjalnik (6 pr.),2200
13617909,Volvo,S60 2.4 D,2003,diesel motor,,2401,96,ročni menjalnik (6 pr.),2300
13617931,Alfa Romeo,156 2.4 JTD Distinctive,2004,diesel motor,218000,2387,129,ročni menjalnik (6 pr.),2999
13617951,Chevrolet,Cruze 1.6 16V + LPG,2009,bencinski motor + plin,141000,1598,83,ročni menjalnik (5 pr.),3950
13617954,Audi,A6 2.7 V6 TDI,2005,diesel motor,318000,2698,132,ročni menjalnik (6 pr.),5600
13617958,Opel,Insignia 2.0 CDTI Sport VELIK SERVI...,2009,diesel motor,148255,1956,118,ročni menjalnik (6 pr.),5999
13617971,Chevrolet,Cruze 2.0 VCDi LT,2010,diesel motor,98000,1991,110,ročni menjalnik (5 pr.),6200
13617972,BMW,serija 5: 530 GT d AUT,2010,diesel motor,136000,2993,180,avtomatski menjalnik / tiptronic,25000
13617982,Volkswagen,Passat 1.6 TDI BMT Trendline,2011,diesel motor,171500,1598,77,ročni menjalnik (6 pr.),8500
13617985,Honda,Civic Sedan 1.4i S,2000,bencinski motor,254000,1396,66,ročni menjalnik (5 pr.),1850
13618046,Renault,Clio ,1997,bencinski motor,98000,1149,43,ročni menjalnik (5 pr.),300
13618103,Opel,Astra 1.4 16V-KLIMA-2.LASTNIK-SERVO...,2001,bencinski motor,220000,1389,66,ročni menjalnik (5 pr.),890
13618108,Opel,Astra 1.6 16v,1999,bencinski motor,250000,1598,74,ročni menjalnik (5 pr.),300
13618117,Seat,Toledo ,1997,diesel motor,291000,1900,66,ročni menjalnik (5 pr.),650
13618150,Mercedes-Benz,C-Razred 270 cdi avantgard...,2005,diesel motor,299000,,125,avtomatski menjalnik,6700
13618170,BMW,serija 3: 318i,2007,bencinski motor,129850,,97,ročni menjalnik (6 pr.),7490
13618195,Renault,Megane Megan Sedan 1.6 16V Authe...,2004,bencinski motor,104000,1598,83,ročni menjalnik (5 pr.),1400
13618204,BMW,serija 5: M550d xDrive Avt.,2013,diesel motor,202000,2993,280,avtomatski menjalnik,25000
13618243,Mercedes-Benz,E-Razred E 200 d 150 KS Av...,2016,diesel motor,112850,1950,110,avtomatski menjalnik,29990
13618270,Citroen,C5 2.0 HDi FAP Dynamique,2008,diesel motor,210000,1997,100,ročni menjalnik (6 pr.),3200
13618279,Mercedes-Benz,C-Razred C 320 CDI 4MATIC ...,2008,diesel motor,272000,2987,165,avtomatski menjalnik / tiptronic,12000
13618297,Opel,Astra Classic II 1.7 CDTi,2008,diesel motor,38000,1686,59,ročni menjalnik (5 pr.),4200
13618358,Renault,Talisman Energy dCi 130 Business...,2016,diesel motor,139000,1598,96,avtomatski menjalnik,16990
13618395,Audi,A6 quattro 3.0 V6 TDI Tiptronic,2006,diesel motor,258786,2967,171,avtomatski menjalnik / tiptronic,6200
13618461,Hyundai,Elantra 1.6 GL,2007,bencinski motor,99000,1599,77,ročni menjalnik (5 pr.),2400
13618533,BMW,serija 3: 316d 1 lastnik slovenski,2012,diesel motor,168000,1995,85,ročni menjalnik (6 pr.),13990
13618554,Audi,A6 2.8 FSI quattro Business S-troni...,2011,bencinski motor,252000,2773,150,avtomatski menjalnik,15700
13618559,Opel,Astra ,2006,diesel motor,210000,,74,ročni menjalnik (5 pr.),2300
13618560,Audi,A6 3.0 TDI-QUATTRO-MATRIX-2x-SLINE-...,2015,diesel motor,147000,2967,160,avtomatski menjalnik,29990
13618584,BMW,serija 5: 525d xDrive Avt.-KAMERE-PA...,2015,diesel motor,116500,1995,160,avtomatski menjalnik / tiptronic,28420
13618661,Volkswagen,Polo Limuzina 75 servo,1996,bencinski motor,231000,1595,55,ročni menjalnik (5 pr.),150
13618665,Alfa Romeo,156 2.0 Selespeed,2000,bencinski motor,200000,1970,114,ročni menjalnik (5 pr.),590
13618684,Seat,Cordoba 1.4 SE Gold. klima. servo. ...,1999,bencinski motor,160000,1390,45,ročni menjalnik (5 pr.),380
13618747,Volkswagen,Passat 2.0 TDI DPF BlueMotion...,2009,diesel motor,214000,1968,81,ročni menjalnik (5 pr.),6400
13618772,Renault,R 19 1.8 16V REGISTRIRANA ODLICN...,1995,bencinski motor,199000,1764,99,ročni menjalnik (5 pr.),4190
13618825,Hyundai,Accent ,1998,bencinski motor,239000,1341,63,ročni menjalnik (5 pr.),99
13618826,Audi,A4 1.9 TDI,2003,diesel motor,350000,1896,74,ročni menjalnik (5 pr.),2200
13618855,Audi,A6 quattro 3.0 V6 TDI Tiptronic,2004,diesel motor,274677,2967,165,avtomatski menjalnik / tiptronic,7090
13618869,Renault,Thalia 1.4 RT,2002,bencinski motor,160000,1390,55,ročni menjalnik (5 pr.),600
13618879,BMW,serija 5: 520d Avt.,2011,diesel motor,264000,1995,120,avtomatski menjalnik / tiptronic,14800
13618880,Mercedes-Benz,E-Razred E 220 d AMG Line ...,2017,diesel motor,38000,1950,143,avtomatski menjalnik,43900
13618889,Audi,A6 2.5 V6 TDI - beri opombe,2005,diesel motor,375000,2496,114,ročni menjalnik (6 pr.),1590
13618931,Volkswagen,Passat 2.0 TDI Comfortline,2007,diesel motor,266000,1968,103,ročni menjalnik (6 pr.),5000
13618945,Audi,80 1.9 TDI,1993,diesel motor,233839,1896,66,ročni menjalnik (5 pr.),700
13618960,Hyundai,Accent 1.3 GLi,2000,bencinski motor,170000,1341,63,ročni menjalnik (5 pr.),650
13618968,Volkswagen,Passat 2.0 TDI BMT Comfortlin...,2014,diesel motor,179000,1968,103,ročni menjalnik (6 pr.),10700
13619016,Citroen,C5 2.0 HDi FAP Confort,2008,diesel motor,247000,1997,100,ročni menjalnik (6 pr.),4900
13619024,Hyundai,Accent Acent 1.3,2004,bencinski motor,165000,1141,63,ročni menjalnik (5 pr.),550
13619027,BMW,serija 5: 530d xDrive Avt. Akti. tem...,2014,diesel motor,98200,2993,190,avtomatski menjalnik / tiptronic,30777
13619094,Honda,Civic 1.8 IES,2006,bencinski motor,160000,1799,103,ročni menjalnik (6 pr.),4700
13619096,Audi,A4 2.0 TDI style sport 1. LASTNIK ....,2015,diesel motor,20135,1968,110,ročni menjalnik (6 pr.),19980
13619109,Zastava,750 ,1978,bencinski motor,73000,,19,ročni menjalnik (4 pr.),3100
13619167,Renault,Thalia 1.4 Air,2005,bencinski motor,225000,1390,55,ročni menjalnik (5 pr.),990
